"","year","age","sex","maritl","race","education","region","jobclass","health","health_ins","wage"
"2441",2004,39," Male"," Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",99.6894636984864
"2442",2007,51," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",94.0727147457005
"2443",2004,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",75.3556793180091
"2444",2009,66," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",127.115743812184
"2445",2006,40," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",166.324941233877
"2446",2009,52," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",133.232350826567
"2447",2007,36," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",125.525498433836
"2448",2007,32," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",89.4924795180001
"2449",2008,45," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",84.0459576539924
"2450",2006,37," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",169.073540049428
"2451",2004,47," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",160.642475408263
"2452",2008,49," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",144.170606488233
"2453",2003,53," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",73.7757432746946
"2454",2007,66," Male"," Divorced"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",70.4760196469445
"2455",2006,33," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," No",73.7757432746946
"2456",2004,58," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",94.0727147457005
"2457",2008,41," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",83.1913242935054
"2458",2009,54," Male"," Married"," Asian"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.705375118879
"2459",2009,26," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",86.6951548289402
"2460",2008,24," Male"," Never Married"," Other"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",70.4760196469445
"2461",2007,62," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",130.982177377461
"2462",2005,63," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",136.303997562054
"2463",2005,26," Male"," Never Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",114.022580378556
"2464",2004,45," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",106.127582150788
"2465",2003,23," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",87.9810327856054
"2466",2008,31," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",116.265324062503
"2467",2003,44," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",143.134940811134
"2468",2003,43," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",54.5981500331442
"2469",2004,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",48.185650217039
"2470",2008,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",123.089699847943
"2471",2006,55," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",117.584340323354
"2472",2004,45," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",272.294783220064
"2473",2008,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",145.143601176911
"2474",2009,63," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
"2475",2004,57," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",97.4932940453934
"2476",2008,69," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
"2477",2009,31," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",127.115743812184
"2478",2003,38," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",268.266292012557
"2479",2005,43," Male"," Separated"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",109.833985642199
"2480",2003,19," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",51.9036962665682
"2481",2005,44," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
"2482",2007,31," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",134.705375118879
"2483",2004,49," Male"," Never Married"," Other"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",87.9810327856054
"2484",2006,29," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",95.2307125669819
"2485",2008,26," Male"," Married"," Other"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",76.8936025176112
"2486",2007,37," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",116.265324062503
"2487",2006,30," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
"2488",2009,35," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",131.62180303309
"2489",2004,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",117.146816914805
"2490",2005,44," Male"," Divorced"," Other"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",68.7480877337669
"2491",2004,65," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",125.525498433836
"2492",2007,54," Male"," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",101.82435207568
"2493",2009,56," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",140.398200161944
"2494",2008,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",107.903923866876
"2495",2009,37," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",58.0147820121857
"2496",2005,30," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",99.6894636984864
"2497",2005,46," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",85.3839403789827
"2498",2009,37," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",131.737801155001
"2499",2005,58," Male"," Divorced"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",81.2832532842527
"2500",2007,52," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",86.6951548289402
"2501",2006,45," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",157.700527725737
"2502",2008,33," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",65.11462387776
"2503",2004,51," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",90.4819133566401
"2504",2008,50," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",46.7632687977187
"2505",2006,42," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",85.3839403789827
"2506",2004,46," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",139.703071527658
"2507",2005,43," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
"2508",2003,47," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.2832532842527
"2509",2005,47," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",118.884359339886
"2510",2004,44," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",71.1519565433031
"2511",2008,36," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",65.1108537153447
"2512",2008,39," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",65.1108537153447
"2513",2003,29," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",125.525498433836
"2514",2005,40," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",123.089699847943
"2515",2007,20," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",70.8150386167557
"2516",2004,32," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",112.6488963421
"2517",2003,36," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",86.6951548289402
"2518",2009,31," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",82.6796372966372
"2519",2005,28," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",130.982177377461
"2520",2005,41," Male"," Divorced"," Other"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",117.146816914805
"2521",2004,54," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",176.989650489877
"2522",2004,42," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",118.884359339886
"2523",2003,19," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",68.7480877337669
"2524",2009,59," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," No",267.901086855275
"2525",2003,64," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",99.6894636984864
"2526",2003,31," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",92.6581301668597
"2527",2004,37," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",109.833985642199
"2528",2004,30," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",87.9810327856054
"2529",2005,24," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
"2530",2006,26," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",75.0431540173515
"2531",2004,44," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
"2532",2008,39," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",276.778413321176
"2533",2005,48," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",277.601417511009
"2534",2004,53," Male"," Never Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",80.5731997057359
"2535",2004,42," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
"2536",2009,44," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",166.324941233877
"2537",2003,25," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",85.3839403789827
"2538",2004,46," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",43.7351116779821
"2539",2003,52," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",101.82435207568
"2540",2008,33," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",87.9810327856054
"2541",2007,30," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",121.430313822622
"2542",2007,38," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
"2543",2005,29," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",79.8549003093467
"2544",2008,57," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",127.115743812184
"2545",2003,50," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",115.285516994187
"2546",2008,23," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",98.6015397849967
"2547",2006,46," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",144.47808766541
"2548",2005,61," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",136.15771083723
"2549",2007,70," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",100.764272842107
"2550",2009,59," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",76.8936025176112
"2551",2003,57," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",90.4819133566401
"2552",2003,25," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",86.6951548289402
"2553",2005,48," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",123.908567597957
"2554",2009,52," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," No",65.1108537153447
"2555",2009,44," Male"," Separated"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",131.737801155001
"2556",2004,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",66.9616443217359
"2557",2008,43," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",196.125272594255
"2558",2005,51," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",166.324941233877
"2559",2003,43," Male"," Married"," Asian"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",65.1108537153447
